crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-08953,Burglary,2021-03-11,13:03,Thursday,3,13,12.988049,80.217862,Velachery,Medium,26-35,Female,Yes,None,No,Low Risk
CR-08954,Burglary,2023-04-14,16:17,Friday,4,16,13.059416,80.158829,Porur,Medium,46+,Female,No,None,No,Low Risk
CR-08955,Theft,2024-01-16,16:50,Tuesday,1,16,12.913939,80.095543,Tambaram,Low,18-25,Female,No,None,Yes,Low Risk
CR-08956,Theft,2023-04-06,12:31,Thursday,4,12,13.036599,80.251943,T. Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-08957,Burglary,2021-10-01,21:08,Friday,10,21,13.101425,80.213951,Anna Nagar,Medium,46+,Male,Yes,None,No,Medium Risk
CR-08958,Burglary,2021-11-21,12:30,Sunday,11,12,13.02765,80.267536,Mylapore,Medium,46+,Male,Yes,Firearm,No,Medium Risk
CR-08959,Burglary,2022-11-28,22:36,Monday,11,22,13.088186,80.216839,Anna Nagar,Medium,36-45,Male,No,Knife,Yes,Medium Risk
CR-08960,Fraud,2021-07-06,20:01,Tuesday,7,20,13.087354,80.200774,Anna Nagar,Medium,46+,Male,No,None,Yes,Low Risk
CR-08961,Cybercrime,2021-11-26,11:15,Friday,11,11,13.021971,80.228831,T. Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-08962,Robbery,2023-10-17,01:42,Tuesday,10,1,13.020956,80.213323,Guindy,High,26-35,Male,No,None,Yes,Medium Risk
CR-08963,Burglary,2023-09-18,17:26,Monday,9,17,13.037914,80.265818,Mylapore,Medium,36-45,Female,No,None,No,Low Risk
CR-08964,Theft,2024-10-09,09:50,Wednesday,10,9,12.980286,80.214437,Velachery,Low,26-35,Male,Yes,Knife,Yes,Medium Risk
CR-08965,Theft,2022-06-26,22:11,Sunday,6,22,13.044622,80.237273,T. Nagar,Low,36-45,Male,Yes,Knife,Yes,Medium Risk
CR-08966,Assault,2021-07-27,20:15,Tuesday,7,20,12.915495,80.237975,Sholinganallur,High,26-35,Female,Yes,Knife,Yes,High Risk
CR-08967,Drug Offense,2022-07-30,18:34,Saturday,7,18,13.046978,80.240947,T. Nagar,Medium,36-45,Female,Yes,None,Yes,Medium Risk
CR-08968,Vandalism,2022-10-06,21:32,Thursday,10,21,12.971852,80.219301,Velachery,Low,18-25,Male,No,Blunt Object,Yes,Medium Risk
CR-08969,Burglary,2021-11-08,22:38,Monday,11,22,13.039159,80.149675,Porur,Medium,18-25,Female,No,Knife,No,Medium Risk
CR-08970,Fraud,2024-06-24,21:10,Monday,6,21,12.985301,80.215516,Guindy,Medium,18-25,Female,No,None,Yes,Low Risk
CR-08971,Assault,2021-05-29,05:36,Saturday,5,5,12.903183,80.216749,Sholinganallur,High,18-25,Male,No,Blunt Object,No,High Risk
CR-08972,Robbery,2022-06-01,04:10,Wednesday,6,4,13.091117,80.204708,Anna Nagar,High,18-25,Female,No,Knife,No,High Risk
CR-08973,Fraud,2023-06-05,21:26,Monday,6,21,12.947169,80.133856,Chromepet,Medium,36-45,Male,No,None,No,Medium Risk
CR-08974,Vandalism,2023-06-19,09:57,Monday,6,9,13.035862,80.283431,Mylapore,Low,18-25,Female,No,Blunt Object,No,Low Risk
CR-08975,Robbery,2023-11-27,23:58,Monday,11,23,13.047742,80.144546,Porur,High,26-35,Female,Yes,None,Yes,High Risk
CR-08976,Theft,2024-12-19,10:27,Thursday,12,10,13.05493,80.277178,Mylapore,Low,46+,Female,Yes,None,Yes,Low Risk
CR-08977,Assault,2023-08-18,16:31,Friday,8,16,13.062344,80.234711,T. Nagar,High,18-25,Male,No,None,Yes,Medium Risk
CR-08978,Drug Offense,2023-11-23,12:59,Thursday,11,12,13.027848,80.141878,Porur,Medium,36-45,Female,Yes,Blunt Object,No,Medium Risk
CR-08979,Homicide,2024-10-04,22:44,Friday,10,22,13.093204,80.211689,Anna Nagar,High,18-25,Female,No,Blunt Object,No,Medium Risk
CR-08980,Fraud,2023-12-28,19:27,Thursday,12,19,13.006124,80.224489,Guindy,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-08981,Kidnapping,2023-05-09,20:47,Tuesday,5,20,13.001913,80.224391,Guindy,High,26-35,Female,No,Blunt Object,Yes,High Risk
CR-08982,Burglary,2023-04-16,17:13,Sunday,4,17,13.031695,80.224347,T. Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-08983,Fraud,2021-09-19,18:36,Sunday,9,18,12.994531,80.221086,Velachery,Medium,18-25,Male,No,None,No,Low Risk
CR-08984,Theft,2022-04-04,11:05,Monday,4,11,13.025098,80.140411,Porur,Low,18-25,Male,Yes,None,No,Low Risk
CR-08985,Fraud,2021-02-04,18:42,Thursday,2,18,13.073523,80.201858,Anna Nagar,Medium,46+,Male,No,None,No,Low Risk
CR-08986,Robbery,2022-10-23,22:18,Sunday,10,22,13.085703,80.218889,Anna Nagar,High,18-25,Male,No,Knife,No,High Risk
CR-08987,Assault,2022-04-29,13:36,Friday,4,13,13.084484,80.220605,Anna Nagar,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-08988,Assault,2022-04-28,19:34,Thursday,4,19,13.079405,80.257974,Egmore,High,36-45,Male,Yes,None,Yes,Medium Risk
CR-08989,Burglary,2023-04-06,21:10,Thursday,4,21,12.986009,80.223804,Velachery,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-08990,Fraud,2022-01-24,14:21,Monday,1,14,13.046456,80.245106,T. Nagar,Medium,18-25,Male,No,None,No,Medium Risk
CR-08991,Cybercrime,2022-02-27,22:07,Sunday,2,22,13.008584,80.232475,Adyar,Medium,46+,Male,No,None,No,Medium Risk
CR-08992,Burglary,2023-07-30,14:08,Sunday,7,14,12.987732,80.217851,Velachery,Medium,46+,Male,No,None,Yes,Low Risk
CR-08993,Theft,2022-11-18,07:23,Friday,11,7,13.078431,80.250384,Egmore,Low,26-35,Male,No,None,No,Low Risk
CR-08994,Theft,2024-03-26,16:04,Tuesday,3,16,13.086828,80.194725,Anna Nagar,Low,18-25,Male,No,Knife,No,Low Risk
CR-08995,Assault,2021-09-28,20:03,Tuesday,9,20,12.974858,80.221388,Velachery,High,46+,Male,No,Blunt Object,Yes,High Risk
CR-08996,Assault,2024-10-20,13:11,Sunday,10,13,13.079348,80.264302,Egmore,High,26-35,Male,Yes,None,Yes,High Risk
CR-08997,Assault,2021-04-26,13:55,Monday,4,13,13.044825,80.265773,Mylapore,High,36-45,Male,No,Firearm,No,Medium Risk
CR-08998,Drug Offense,2021-04-12,21:35,Monday,4,21,13.081667,80.205718,Anna Nagar,Medium,36-45,Female,Yes,Knife,No,High Risk
CR-08999,Burglary,2023-01-16,19:17,Monday,1,19,12.998743,80.221508,Guindy,Medium,46+,Male,No,None,No,Low Risk
CR-09000,Drug Offense,2022-04-17,20:27,Sunday,4,20,13.087533,80.203155,Anna Nagar,Medium,18-25,Male,No,None,No,Medium Risk
CR-09001,Theft,2024-02-08,20:28,Thursday,2,20,13.008097,80.260688,Adyar,Low,36-45,Female,Yes,None,No,Medium Risk
CR-09002,Assault,2021-12-21,21:15,Tuesday,12,21,13.073031,80.263864,Egmore,High,26-35,Male,Yes,Firearm,Yes,High Risk
CR-09003,Fraud,2021-12-29,12:39,Wednesday,12,12,12.954049,80.149595,Chromepet,Medium,36-45,Male,No,None,Yes,Low Risk
CR-09004,Fraud,2024-12-28,10:32,Saturday,12,10,12.955071,80.139153,Chromepet,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-09005,Assault,2024-08-01,20:53,Thursday,8,20,13.007946,80.25619,Adyar,High,46+,Male,No,None,Yes,Medium Risk
CR-09006,Vandalism,2024-04-25,18:40,Thursday,4,18,13.006903,80.214925,Guindy,Low,36-45,Male,No,None,No,Low Risk
CR-09007,Drug Offense,2023-03-12,19:08,Sunday,3,19,13.004749,80.203015,Guindy,Medium,46+,Male,Yes,None,Yes,Medium Risk
CR-09008,Kidnapping,2023-05-02,16:28,Tuesday,5,16,13.073693,80.21002,Anna Nagar,High,26-35,Male,No,Firearm,No,High Risk
CR-09009,Assault,2024-12-15,16:42,Sunday,12,16,12.994928,80.220931,Velachery,High,46+,Male,No,Blunt Object,Yes,Medium Risk
CR-09010,Assault,2023-04-22,00:59,Saturday,4,0,13.034009,80.223004,T. Nagar,High,36-45,Male,Yes,None,Yes,High Risk
CR-09011,Drug Offense,2021-04-21,12:00,Wednesday,4,12,12.988992,80.216516,Velachery,Medium,26-35,Male,Yes,None,No,Low Risk
CR-09012,Burglary,2022-12-24,23:50,Saturday,12,23,13.077165,80.210111,Anna Nagar,Medium,26-35,Female,No,None,No,Medium Risk
CR-09013,Assault,2022-03-30,05:09,Wednesday,3,5,13.059775,80.237093,T. Nagar,High,36-45,Female,No,Blunt Object,No,High Risk
CR-09014,Fraud,2024-02-13,18:29,Tuesday,2,18,12.997468,80.254568,Adyar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-09015,Theft,2022-07-23,13:20,Saturday,7,13,12.925106,80.110176,Tambaram,Low,36-45,Male,No,Knife,Yes,Low Risk
CR-09016,Drug Offense,2021-02-10,21:59,Wednesday,2,21,12.945111,80.100042,Tambaram,Medium,36-45,Male,No,None,No,Medium Risk
CR-09017,Burglary,2023-10-25,19:12,Wednesday,10,19,13.001669,80.223988,Guindy,Medium,18-25,Male,No,None,Yes,Low Risk
CR-09018,Burglary,2024-02-22,14:19,Thursday,2,14,12.986659,80.218617,Velachery,Medium,18-25,Male,No,None,Yes,Low Risk
CR-09019,Assault,2021-08-09,22:13,Monday,8,22,13.047109,80.229547,T. Nagar,High,18-25,Male,Yes,Blunt Object,No,High Risk
CR-09020,Theft,2021-07-03,08:43,Saturday,7,8,13.069083,80.259181,Egmore,Low,18-25,Male,No,None,No,Low Risk
CR-09021,Fraud,2023-09-01,20:18,Friday,9,20,12.940645,80.138088,Chromepet,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-09022,Assault,2023-01-08,16:15,Sunday,1,16,12.940024,80.147744,Chromepet,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-09023,Burglary,2023-09-20,07:56,Wednesday,9,7,12.989618,80.227791,Velachery,Medium,26-35,Male,No,None,Yes,Low Risk
CR-09024,Homicide,2022-02-27,22:50,Sunday,2,22,12.99977,80.268462,Adyar,High,46+,Female,No,Knife,No,High Risk
CR-09025,Assault,2023-08-19,09:00,Saturday,8,9,12.640605,80.193614,Mamallapuram,High,36-45,Male,No,Knife,No,Medium Risk
CR-09026,Theft,2023-08-01,11:42,Tuesday,8,11,13.043581,80.240966,T. Nagar,Low,26-35,Female,Yes,None,Yes,Low Risk
CR-09027,Theft,2022-06-27,23:06,Monday,6,23,13.036943,80.179064,Porur,Low,18-25,Male,No,None,Yes,Low Risk
CR-09028,Fraud,2022-07-06,20:34,Wednesday,7,20,13.089859,80.210249,Anna Nagar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-09029,Robbery,2021-12-30,17:31,Thursday,12,17,13.074638,80.201988,Anna Nagar,High,26-35,Male,Yes,Firearm,No,High Risk
CR-09030,Robbery,2023-12-09,10:26,Saturday,12,10,12.636415,80.181128,Mamallapuram,High,36-45,Female,Yes,Knife,Yes,High Risk
CR-09031,Theft,2022-07-04,07:16,Monday,7,7,13.068457,80.263218,Egmore,Low,18-25,Female,No,None,No,Low Risk
CR-09032,Burglary,2022-05-23,07:31,Monday,5,7,12.909801,80.104816,Tambaram,Medium,26-35,Male,Yes,Firearm,No,Medium Risk
CR-09033,Theft,2024-08-12,16:33,Monday,8,16,12.998525,80.223597,Guindy,Low,18-25,Male,No,None,No,Low Risk
CR-09034,Vandalism,2023-01-12,19:25,Thursday,1,19,12.620184,80.184732,Mamallapuram,Low,36-45,Male,Yes,Knife,Yes,Medium Risk
CR-09035,Vandalism,2022-06-09,09:58,Thursday,6,9,12.946908,80.133438,Chromepet,Low,46+,Male,Yes,Blunt Object,Yes,Medium Risk
CR-09036,Burglary,2024-08-04,21:09,Sunday,8,21,13.095934,80.215989,Anna Nagar,Medium,26-35,Female,No,Firearm,No,Medium Risk
CR-09037,Theft,2021-06-08,09:33,Tuesday,6,9,13.009378,80.249872,Adyar,Low,18-25,Female,No,None,No,Low Risk
CR-09038,Robbery,2024-08-04,09:56,Sunday,8,9,12.998854,80.227708,Guindy,High,18-25,Male,No,Knife,Yes,Medium Risk
CR-09039,Fraud,2024-04-23,07:47,Tuesday,4,7,12.995893,80.229725,Guindy,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-09040,Theft,2021-04-22,00:57,Thursday,4,0,12.930655,80.104682,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-09041,Theft,2023-07-21,07:36,Friday,7,7,12.997333,80.251505,Adyar,Low,36-45,Male,No,None,Yes,Low Risk
CR-09042,Vandalism,2021-12-27,12:53,Monday,12,12,12.979139,80.223278,Velachery,Low,36-45,Male,No,Knife,No,Low Risk
CR-09043,Fraud,2024-04-02,04:16,Tuesday,4,4,13.005539,80.20965,Guindy,Medium,46+,Male,Yes,None,No,Medium Risk
CR-09044,Assault,2022-02-09,18:14,Wednesday,2,18,12.982382,80.213302,Velachery,High,18-25,Male,Yes,Firearm,No,Medium Risk
CR-09045,Cybercrime,2024-08-02,01:35,Friday,8,1,12.636398,80.195064,Mamallapuram,Medium,18-25,Male,No,None,No,Medium Risk
CR-09046,Fraud,2022-12-03,18:04,Saturday,12,18,12.937846,80.100096,Tambaram,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-09047,Robbery,2022-02-12,08:48,Saturday,2,8,13.095707,80.257435,Egmore,High,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-09048,Assault,2021-09-07,18:45,Tuesday,9,18,12.923192,80.101062,Tambaram,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-09049,Theft,2021-03-07,08:02,Sunday,3,8,13.074877,80.276359,Egmore,Low,18-25,Male,No,None,Yes,Low Risk
CR-09050,Drug Offense,2024-11-12,14:44,Tuesday,11,14,12.95176,80.138882,Chromepet,Medium,26-35,Male,Yes,Knife,No,Medium Risk
CR-09051,Theft,2021-08-29,21:49,Sunday,8,21,12.978363,80.214498,Velachery,Low,46+,Male,No,None,Yes,Low Risk
CR-09052,Theft,2022-02-11,21:56,Friday,2,21,13.08659,80.207283,Anna Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-09053,Assault,2022-03-14,07:09,Monday,3,7,13.064867,80.258347,Egmore,High,26-35,Male,Yes,None,No,High Risk
CR-09054,Theft,2024-06-26,22:17,Wednesday,6,22,13.038885,80.231099,T. Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-09055,Burglary,2021-10-01,19:55,Friday,10,19,12.910392,80.226797,Sholinganallur,Medium,26-35,Male,Yes,Knife,Yes,Medium Risk
CR-09056,Assault,2021-02-09,15:11,Tuesday,2,15,13.077822,80.216219,Anna Nagar,High,18-25,Female,Yes,Firearm,Yes,High Risk
CR-09057,Drug Offense,2023-01-26,19:57,Thursday,1,19,13.089639,80.210473,Anna Nagar,Medium,46+,Female,No,Knife,Yes,Medium Risk
CR-09058,Robbery,2024-12-29,15:24,Sunday,12,15,13.071443,80.258073,Egmore,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-09059,Burglary,2024-03-08,23:44,Friday,3,23,13.076985,80.212998,Anna Nagar,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-09060,Robbery,2023-08-26,12:28,Saturday,8,12,12.946324,80.161224,Chromepet,High,26-35,Male,No,Firearm,No,Medium Risk
CR-09061,Vandalism,2022-05-06,21:02,Friday,5,21,13.006883,80.266926,Adyar,Low,18-25,Female,No,Knife,No,Medium Risk
CR-09062,Drug Offense,2024-04-17,19:39,Wednesday,4,19,13.05329,80.22952,T. Nagar,Medium,26-35,Male,No,None,Yes,Low Risk
CR-09063,Homicide,2023-08-21,19:27,Monday,8,19,12.918626,80.115319,Tambaram,High,18-25,Male,No,Firearm,Yes,Medium Risk
CR-09064,Vandalism,2024-02-23,16:11,Friday,2,16,13.004199,80.262084,Adyar,Low,26-35,Male,Yes,Blunt Object,No,Medium Risk
CR-09065,Robbery,2021-09-06,23:35,Monday,9,23,13.061634,80.264376,Egmore,High,46+,Female,No,Knife,Yes,High Risk
CR-09066,Theft,2021-09-20,17:25,Monday,9,17,12.979822,80.217284,Velachery,Low,26-35,Male,No,None,No,Low Risk
CR-09067,Kidnapping,2024-03-13,12:15,Wednesday,3,12,13.071214,80.27255,Egmore,High,46+,Female,No,None,No,Medium Risk
CR-09068,Kidnapping,2024-09-23,21:11,Monday,9,21,12.930643,80.106726,Tambaram,High,18-25,Male,No,None,Yes,Medium Risk
CR-09069,Vandalism,2024-05-19,11:11,Sunday,5,11,13.004285,80.239719,Guindy,Low,36-45,Male,No,None,No,Low Risk
CR-09070,Fraud,2022-04-11,19:08,Monday,4,19,12.632803,80.195369,Mamallapuram,Medium,36-45,Female,Yes,Knife,No,Medium Risk
CR-09071,Burglary,2024-12-28,20:57,Saturday,12,20,12.636363,80.191673,Mamallapuram,Medium,46+,Male,Yes,None,No,Medium Risk
CR-09072,Assault,2023-01-01,20:07,Sunday,1,20,13.009682,80.220898,Guindy,High,36-45,Male,No,None,Yes,Medium Risk
CR-09073,Fraud,2024-12-08,22:15,Sunday,12,22,13.065059,80.257918,Egmore,Medium,36-45,Male,Yes,None,Yes,Medium Risk
CR-09074,Assault,2022-03-28,06:27,Monday,3,6,13.069442,80.268346,Egmore,High,18-25,Male,No,Blunt Object,Yes,Medium Risk
CR-09075,Theft,2023-12-28,18:15,Thursday,12,18,12.912654,80.227713,Sholinganallur,Low,26-35,Male,No,None,No,Low Risk
CR-09076,Assault,2022-03-11,06:28,Friday,3,6,12.997842,80.231861,Guindy,High,26-35,Male,Yes,Firearm,Yes,High Risk
CR-09077,Robbery,2022-02-27,13:50,Sunday,2,13,12.928474,80.100769,Tambaram,High,26-35,Male,No,None,No,Medium Risk
CR-09078,Theft,2024-02-19,11:42,Monday,2,11,12.916119,80.089128,Tambaram,Low,18-25,Male,No,None,Yes,Low Risk
CR-09079,Fraud,2022-05-25,11:08,Wednesday,5,11,13.080818,80.214518,Anna Nagar,Medium,36-45,Male,No,None,No,Low Risk
CR-09080,Assault,2022-09-26,12:45,Monday,9,12,12.99908,80.261002,Adyar,High,26-35,Male,No,Blunt Object,No,Medium Risk
CR-09081,Theft,2021-01-30,15:39,Saturday,1,15,12.97675,80.223217,Velachery,Low,26-35,Male,Yes,None,No,Low Risk
CR-09082,Theft,2023-04-30,22:16,Sunday,4,22,13.036479,80.272359,Mylapore,Low,26-35,Male,Yes,None,No,Low Risk
CR-09083,Theft,2023-02-16,09:00,Thursday,2,9,13.043668,80.229993,T. Nagar,Low,18-25,Male,No,None,Yes,Low Risk
CR-09084,Robbery,2021-03-15,14:47,Monday,3,14,13.085305,80.222539,Anna Nagar,High,18-25,Male,Yes,None,Yes,Medium Risk
CR-09085,Drug Offense,2021-10-20,20:04,Wednesday,10,20,13.009467,80.211227,Guindy,Medium,46+,Male,No,Knife,No,Medium Risk
CR-09086,Vandalism,2023-10-10,23:08,Tuesday,10,23,13.039701,80.237833,T. Nagar,Low,46+,Male,Yes,None,Yes,Medium Risk
CR-09087,Burglary,2024-12-08,14:52,Sunday,12,14,13.037089,80.149048,Porur,Medium,46+,Male,Yes,None,No,Medium Risk
CR-09088,Burglary,2022-04-04,13:19,Monday,4,13,12.935378,80.093267,Tambaram,Medium,46+,Male,No,None,Yes,Low Risk
CR-09089,Theft,2023-02-12,16:29,Sunday,2,16,13.074983,80.273362,Egmore,Low,36-45,Male,No,None,No,Low Risk
CR-09090,Drug Offense,2021-07-31,20:48,Saturday,7,20,13.044393,80.232622,T. Nagar,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-09091,Theft,2024-05-28,20:27,Tuesday,5,20,13.038952,80.145058,Porur,Low,26-35,Female,No,None,No,Low Risk
CR-09092,Drug Offense,2023-03-16,22:56,Thursday,3,22,12.99439,80.20435,Velachery,Medium,36-45,Male,No,Firearm,Yes,Medium Risk
CR-09093,Fraud,2024-10-06,12:17,Sunday,10,12,12.996207,80.21402,Velachery,Medium,26-35,Male,No,None,No,Low Risk
CR-09094,Assault,2021-10-13,17:23,Wednesday,10,17,13.047383,80.229209,T. Nagar,High,46+,Male,No,Knife,Yes,Medium Risk
CR-09095,Theft,2021-06-18,13:01,Friday,6,13,12.623767,80.191961,Mamallapuram,Low,26-35,Male,No,Knife,Yes,Low Risk
CR-09096,Theft,2024-11-12,22:15,Tuesday,11,22,12.635918,80.193831,Mamallapuram,Low,46+,Male,No,None,No,Low Risk
CR-09097,Theft,2022-03-23,15:14,Wednesday,3,15,13.093699,80.208991,Anna Nagar,Low,46+,Female,Yes,None,Yes,Low Risk
CR-09098,Fraud,2024-11-19,09:46,Tuesday,11,9,12.991864,80.21479,Velachery,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-09099,Theft,2023-09-12,21:29,Tuesday,9,21,12.998046,80.218415,Guindy,Low,26-35,Male,No,None,No,Low Risk
CR-09100,Theft,2023-02-23,12:54,Thursday,2,12,13.047063,80.275221,Mylapore,Low,26-35,Male,No,None,No,Low Risk
CR-09101,Theft,2022-12-25,23:20,Sunday,12,23,13.041712,80.241453,T. Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-09102,Robbery,2022-06-07,10:42,Tuesday,6,10,12.977404,80.212242,Velachery,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-09103,Theft,2024-05-19,03:08,Sunday,5,3,13.077547,80.206571,Anna Nagar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-09104,Theft,2022-07-04,20:18,Monday,7,20,13.006781,80.257763,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-09105,Theft,2024-02-01,00:14,Thursday,2,0,12.915923,80.229749,Sholinganallur,Low,46+,Male,Yes,None,Yes,Medium Risk
CR-09106,Theft,2023-12-25,12:53,Monday,12,12,13.082855,80.222737,Anna Nagar,Low,26-35,Male,No,Knife,No,Low Risk
CR-09107,Kidnapping,2023-03-14,15:07,Tuesday,3,15,12.622554,80.201707,Mamallapuram,High,26-35,Male,Yes,None,Yes,Medium Risk
CR-09108,Assault,2023-12-19,19:50,Tuesday,12,19,12.986497,80.219817,Velachery,High,26-35,Male,Yes,None,Yes,Medium Risk
CR-09109,Theft,2022-07-16,20:24,Saturday,7,20,13.044839,80.235676,T. Nagar,Low,36-45,Male,No,None,Yes,Low Risk
CR-09110,Burglary,2022-09-28,08:47,Wednesday,9,8,12.925248,80.097068,Tambaram,Medium,18-25,Male,No,Knife,Yes,Medium Risk
CR-09111,Theft,2021-02-26,09:30,Friday,2,9,12.996298,80.206442,Velachery,Low,26-35,Female,Yes,None,Yes,Medium Risk
CR-09112,Burglary,2022-09-16,23:00,Friday,9,23,13.025681,80.273501,Mylapore,Medium,36-45,Male,No,None,No,Medium Risk
CR-09113,Burglary,2022-06-22,13:37,Wednesday,6,13,12.983143,80.233388,Velachery,Medium,18-25,Male,No,None,Yes,Low Risk
CR-09114,Fraud,2023-01-02,14:34,Monday,1,14,13.091474,80.22637,Anna Nagar,Medium,36-45,Male,No,None,Yes,Low Risk
CR-09115,Assault,2024-11-12,20:01,Tuesday,11,20,12.951095,80.156378,Chromepet,High,26-35,Female,Yes,Blunt Object,Yes,High Risk
CR-09116,Theft,2024-10-07,09:37,Monday,10,9,13.005691,80.253067,Adyar,Low,36-45,Male,Yes,None,No,Low Risk
CR-09117,Theft,2022-08-27,22:41,Saturday,8,22,12.939576,80.144004,Chromepet,Low,18-25,Male,No,None,No,Low Risk
CR-09118,Theft,2021-11-24,00:58,Wednesday,11,0,13.033691,80.256197,Mylapore,Low,18-25,Female,Yes,None,No,Medium Risk
CR-09119,Assault,2022-01-28,09:52,Friday,1,9,13.098195,80.204435,Anna Nagar,High,26-35,Female,No,Blunt Object,Yes,High Risk
CR-09120,Kidnapping,2022-10-12,21:31,Wednesday,10,21,13.02331,80.257051,Mylapore,High,36-45,Male,Yes,Knife,Yes,High Risk
CR-09121,Theft,2022-07-23,15:57,Saturday,7,15,13.086002,80.198894,Anna Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-09122,Cybercrime,2022-05-31,19:20,Tuesday,5,19,13.030903,80.236415,T. Nagar,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-09123,Vandalism,2024-11-15,19:40,Friday,11,19,13.041918,80.149505,Porur,Low,46+,Male,Yes,Blunt Object,No,Medium Risk
CR-09124,Theft,2021-10-07,10:04,Thursday,10,10,13.047292,80.253059,T. Nagar,Low,26-35,Female,No,None,No,Low Risk
CR-09125,Burglary,2024-06-06,19:27,Thursday,6,19,12.984339,80.217277,Velachery,Medium,18-25,Male,No,None,No,Low Risk
CR-09126,Fraud,2024-12-11,16:16,Wednesday,12,16,12.619892,80.199077,Mamallapuram,Medium,18-25,Male,No,None,No,Low Risk
CR-09127,Vandalism,2023-06-09,21:20,Friday,6,21,13.072527,80.274411,Egmore,Low,18-25,Female,No,None,Yes,Low Risk
CR-09128,Vandalism,2022-12-31,15:27,Saturday,12,15,12.918718,80.095194,Tambaram,Low,26-35,Male,Yes,Blunt Object,No,Medium Risk
CR-09129,Assault,2023-04-20,00:02,Thursday,4,0,13.078716,80.26142,Egmore,High,46+,Male,Yes,Knife,Yes,High Risk
CR-09130,Burglary,2021-05-24,20:24,Monday,5,20,13.078669,80.217389,Anna Nagar,Medium,26-35,Male,Yes,Blunt Object,No,High Risk
CR-09131,Theft,2024-07-02,12:14,Tuesday,7,12,13.07311,80.262486,Egmore,Low,26-35,Male,No,None,Yes,Low Risk
CR-09132,Assault,2021-06-21,14:00,Monday,6,14,12.998207,80.236578,Adyar,High,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-09133,Cybercrime,2022-09-13,13:16,Tuesday,9,13,13.002211,80.26068,Adyar,Medium,18-25,Female,Yes,None,Yes,Low Risk
CR-09134,Burglary,2024-08-22,19:47,Thursday,8,19,13.04431,80.223628,T. Nagar,Medium,18-25,Male,No,Knife,Yes,Medium Risk
CR-09135,Theft,2022-02-26,11:44,Saturday,2,11,13.043329,80.22117,T. Nagar,Low,18-25,Female,No,None,Yes,Low Risk
CR-09136,Theft,2022-05-01,13:01,Sunday,5,13,12.610757,80.202364,Mamallapuram,Low,26-35,Male,No,None,Yes,Low Risk
CR-09137,Theft,2022-05-25,22:10,Wednesday,5,22,12.919005,80.099835,Tambaram,Low,18-25,Male,No,None,Yes,Low Risk
CR-09138,Kidnapping,2024-05-25,17:26,Saturday,5,17,12.943121,80.147025,Chromepet,High,26-35,Male,Yes,Firearm,Yes,High Risk
CR-09139,Burglary,2022-02-23,06:12,Wednesday,2,6,12.984224,80.21496,Velachery,Medium,26-35,Male,No,Knife,Yes,Medium Risk
CR-09140,Fraud,2022-02-19,23:51,Saturday,2,23,13.033299,80.27878,Mylapore,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-09141,Burglary,2024-04-25,21:45,Thursday,4,21,13.019606,80.214964,Guindy,Medium,46+,Male,Yes,None,No,Medium Risk
CR-09142,Burglary,2022-12-31,12:17,Saturday,12,12,13.008458,80.231725,Guindy,Medium,36-45,Male,No,None,No,Medium Risk
CR-09143,Theft,2022-05-29,09:16,Sunday,5,9,13.044104,80.238805,T. Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-09144,Assault,2021-05-21,15:31,Friday,5,15,12.997927,80.217777,Guindy,High,18-25,Female,No,Knife,Yes,Medium Risk
CR-09145,Theft,2022-11-18,17:24,Friday,11,17,13.03411,80.144175,Porur,Low,36-45,Male,No,None,No,Low Risk
